year;week;origin;action;target;delta_value;event_name
1965;46;ZW;SET_RELATIONS_OVERRIDE;CA;-1;Canada supports Commonwealth sanctions
1965;46;ZW;SET_RELATIONS_OVERRIDE;IN;-1;India leads Commonwealth anti-Rhodesia campaign
#-- Military Coup in Ghana:
1966;8;GH;LEAVE_BLOCK;NAM_CORE;;Nkrumah overthrown - Ghana leaves non-aligned core
1966;8;GH;SET_RELATIONS_OVERRIDE;USSR;-1;Ghana military coup - Soviet ties cut
1966;8;GH;SET_RELATIONS_OVERRIDE;CN;-1;Ghana military coup - Chinese ties cut
1966;8;GH;SET_RELATIONS_OVERRIDE;US;2;Ghana pro-Western tilt under military government
#-- Guyana Independence:
1966;21;GY;LEAVE_BLOCK;COMMONWEALTH_COLONIES;;Guyana independence
#-- Botswana Independence:
1966;39;BW;LEAVE_BLOCK;COMMONWEALTH_COLONIES;;Botswana independence
#-- Lesotho Independence:
1966;40;LS;LEAVE_BLOCK;COMMONWEALTH_COLONIES;;Lesotho independence
#-- Barbados Independence:
1966;48;BB;LEAVE_BLOCK;COMMONWEALTH_COLONIES;;Barbados independence
#-- UAE Joins OPEC:
1967;1;AE;JOIN_BLOCK;OPEC;;Abu Dhabi joins OPEC
#-- Six Day War:
1967;23;IL;SET_RELATIONS_OVERRIDE;EG;-3;Six-Day War - Israel vs Egypt
1967;23;IL;SET_RELATIONS_OVERRIDE;SY;-3;Six-Day War - Israel vs Syria
1967;23;IL;SET_RELATIONS_OVERRIDE;JO;-3;Six-Day War - Israel vs Jordan
1967;23;IL;SET_RELATIONS_OVERRIDE;USA_DOMESTIC;3;US-Israel special relationship cemented
1967;23;USSR;SET_BLOCK_RELATIONS;IL;-2;USSR breaks with Israel after Six-Day War
1967;23;ARAB_LEAGUE;SET_BLOCK_RELATIONS;IL;-3;Arab League vs Israel post-Six-Day War
#-- French Arms Embargo on Israel:
1967;23;FR_DOMESTIC;SET_RELATIONS_OVERRIDE;IL;-1;France arms embargo - Franco-Israeli break
1967;23;FR_DOMESTIC;SET_RELATIONS_OVERRIDE;ARAB_LEAGUE;2;France pivots toward Arab states post-Six-Day War
#-- ASEAN Founded:
1967;32;ASEAN;CREATE_BLOCK;ID,MY,PH,SG,TH;3;ASEAN founded
#-- Yemen Civil War is Over, Yemen is a soviet client-state:
1967;48;YE;SET_RELATIONS_OVERRIDE;USSR;3;South Yemen socialist government - Soviet alignment
1967;48;YE;SET_RELATIONS_OVERRIDE;GB_DOMESTIC;-2;South Yemen - anti-British post-independence
1967;48;YE;SET_RELATIONS_OVERRIDE;USA_DOMESTIC;-2;South Yemen socialist hostility to US
#-- Mauritius Independence:
1968;11;MU;LEAVE_BLOCK;COMMONWEALTH_COLONIES;;Mauritius independence
#-- Britain Withdraws East of Suez:
1968;18;SG;SET_RELATIONS_OVERRIDE;GB_DOMESTIC;2;East of Suez withdrawal - Singapore feels abandoned
1968;18;MY;SET_RELATIONS_OVERRIDE;GB_DOMESTIC;1;East of Suez withdrawal - Malaysia adjusts
1968;18;AU_DOMESTIC;SET_RELATIONS_OVERRIDE;US;4;Australia deepens US security ties post-East of Suez
1968;18;NZ_DOMESTIC;SET_RELATIONS_OVERRIDE;US;4;New Zealand deepens US ties post-East of Suez
1968;18;AU_DOMESTIC;SET_RELATIONS_OVERRIDE;JP;2;Australia deepens Japan economic-security ties
1968;18;NZ_DOMESTIC;SET_RELATIONS_OVERRIDE;JP;2;New Zealand deepens Japan ties post-East of Suez
#-- Soviet Invasion of Czechoslovakia:
1968;34;USSR;SET_RELATIONS_OVERRIDE;YUGOSLAVIA;-1;Brezhnev Doctrine - Yugoslavia fears invasion
1968;34;FR_DOMESTIC;SET_RELATIONS_OVERRIDE;USSR;-2;France condemns Soviet invasion
#-- Algeria Joins OPEC:
1969;1;DZ;JOIN_BLOCK;OPEC;;Algeria joins OPEC
#-- Finland Joins OECD:
1969;5;FI;JOIN_BLOCK;OECD;;Finland joins OECD
#-- Sino-Soviet Escalation:
1969;9;CN;SET_RELATIONS_OVERRIDE;USSR;-2;Sino-Soviet border war - Zhenbao Island clashes
#-- DeGaule Resignation:
1969;17;FR_DOMESTIC;SET_RELATIONS_OVERRIDE;GB_DOMESTIC;3;De Gaulle resignation - Franco-British normalisation begins
#-- Football War:
1969;28;SV;SET_RELATIONS_OVERRIDE;HN;-3;Football War - El Salvador vs Honduras armed conflict
#-- Gaddafi Coup, Libiya is a Soviet client-state:
1969;36;LY;SET_RELATIONS_OVERRIDE;USA_DOMESTIC;-2;Gaddafi expels US bases - anti-Western alignment
1969;36;LY;SET_RELATIONS_OVERRIDE;GB_DOMESTIC;-2;Gaddafi expels British bases
1969;36;LY;SET_RELATIONS_OVERRIDE;USSR;2;Libya-Soviet arms alignment under Gaddafi
#-- Lon Nol Coup, Cambodie flips western:
1970;12;KH;SET_RELATIONS_OVERRIDE;US;2;Lon Nol coup - Cambodia tilts to US
1970;12;KH;SET_RELATIONS_OVERRIDE;USSR;-2;Cambodia breaks with Soviet alignment
1970;12;KH;SET_RELATIONS_OVERRIDE;CN;-2;Cambodia breaks with Chinese alignment
1970;12;KH;SET_RELATIONS_OVERRIDE;VN;-3;Cambodia vs North Vietnam - active conflict
#-- Treaty of Moscow, Ost-Politic:
1970;33;DE;SET_RELATIONS_OVERRIDE;USSR;0;Ostpolitik - pragmatic normalisation not warmth
1970;33;DE;SET_RELATIONS_OVERRIDE;PL;0;FRG accepts Oder-Neisse border
1970;33;DE;SET_RELATIONS_OVERRIDE;CZSK;0;FRG-Czechoslovakia normalisation
#-- Black Septermber:
1970;39;JO;SET_RELATIONS_OVERRIDE;USA_DOMESTIC;3;Black September - Jordan firmly pro-Western
#-- Fiji Independence:
1970;41;FJ;LEAVE_BLOCK;COMMONWEALTH_COLONIES;;Fiji independence
#-- Nigeria Joins OPEC:
1971;1;NG;JOIN_BLOCK;OPEC;;Nigeria joins OPEC
#-- Idi Amin coup in Uganda:
1971;4;UG;SET_RELATIONS_OVERRIDE;GB_DOMESTIC;-2;Idi Amin coup - Uganda-UK deterioration
#-- Bangladesh Liberation War:
1971;13;PK;SET_RELATIONS_OVERRIDE;BD;-3;Bangladesh Liberation War - Pakistan vs Bengal
1971;13;PK;SET_RELATIONS_OVERRIDE;IN;-3;India backs Bangladesh against Pakistan
1971;13;IN;SET_RELATIONS_OVERRIDE;USSR;3;India-Soviet Treaty of Peace signed during Bangladesh war
1971;13;USA_DOMESTIC;SET_RELATIONS_OVERRIDE;IN;0;US backs Pakistan - tilts against India
1971;13;CN;SET_RELATIONS_OVERRIDE;IN;-3;China backs Pakistan vs India
#-- France Recognises Comunist China:
1971;23;FR_DOMESTIC;SET_RELATIONS_OVERRIDE;CN;1;France recognises PRC - diplomatic normalisation
#-- Australia Joins OECD:
1971;23;AU_DOMESTIC;JOIN_BLOCK;OECD;;Australia joins OECD
#-- Five-Power Defence Arrangements:
1971;35;AU_DOMESTIC;SET_RELATIONS_OVERRIDE;MY;3;Five Power Defence - Australia-Malaysia security pact
1971;35;AU_DOMESTIC;SET_RELATIONS_OVERRIDE;SG;3;Five Power Defence - Australia-Singapore security pact
1971;35;NZ_DOMESTIC;SET_RELATIONS_OVERRIDE;MY;3;Five Power Defence - NZ-Malaysia security pact
1971;35;NZ_DOMESTIC;SET_RELATIONS_OVERRIDE;SG;3;Five Power Defence - NZ-Singapore security pact
#-- PRC Seated in the UN, Taiwan Expelled:
1971;43;TW;SET_RELATIONS_OVERRIDE;CN;-3;UN seats PRC - Taiwan expelled, cross-strait hostility
1971;43;TW;SET_RELATIONS_OVERRIDE;USSR;-3;Taiwan isolated - Soviet recognition of PRC
#-- Indo-Pakistani War concludes:
1971;49;BD;SET_RELATIONS_OVERRIDE;PK;-2;Bangladesh independence - post-war hostility
1971;49;BD;SET_RELATIONS_OVERRIDE;IN;4;Bangladesh-India - liberation war alliance
1971;49;BD;JOIN_BLOCK;COMMONWEALTH_INDEPENDENTS;;Bangladesh joins Commonwealth
#-- Sino-American rapprochment:
1972;8;USA_DOMESTIC;SET_RELATIONS_OVERRIDE;CN;0;Shanghai Communiqué - US-China normalisation
1972;8;USSR;SET_BLOCK_RELATIONS;CN;-2;Soviet alarm at US-China rapprochement
#-- SALT 1 Agreement:
1972;21;USA_DOMESTIC;SET_RELATIONS_OVERRIDE;USSR;-1;SALT I - superpower détente
#-- Egypt Sadat Flip:
1972;30;EG;SET_RELATIONS_OVERRIDE;USSR;-1;Sadat expels Soviet military advisors
1972;30;EG;SET_RELATIONS_OVERRIDE;USA_DOMESTIC;1;Egypt begins Western tilt under Sadat
#-- Idi Amin Expells Asians:
1972;32;UG;SET_RELATIONS_OVERRIDE;GB_DOMESTIC;-3;Amin expels British Asians - UK-Uganda break
1972;32;UG;SET_RELATIONS_OVERRIDE;IN;-2;Uganda expels Indian community
#-- JP-CN Relations Normalisation:
1972;36;JP;SET_RELATIONS_OVERRIDE;CN;2;Japan-PRC normalisation - diplomatic recognition
1972;36;JP;SET_RELATIONS_OVERRIDE;TW;-1;Japan severs official ties with Taiwan
#-- UK, Ireland and Denmark Join EEC:
1973;1;GB;JOIN_BLOCK;EEC;;UK joins EEC
1973;1;DK;JOIN_BLOCK;EEC;;Denmark joins EEC
1973;1;IE;JOIN_BLOCK;EEC;;Ireland joins EEC
1973;1;GB;LEAVE_BLOCK;EFTA;;UK leaves EFTA for EEC
1973;1;DK;LEAVE_BLOCK;EFTA;;Denmark leaves EFTA for EEC
#-- GB Ends Commonwealth Preference:
1973;1;CA;SET_RELATIONS_OVERRIDE;JP;2;Commonwealth preference ends - Canada deepens Japan ties
1973;1;AU_DOMESTIC;SET_RELATIONS_OVERRIDE;JP;2;Commonwealth preference ends - Australia deepens Japan ties
1973;1;NZ_DOMESTIC;SET_RELATIONS_OVERRIDE;JP;2;Commonwealth preference ends - NZ deepens Japan ties
#-- Paris Peace Accords, US Exits Vietnam:
1973;4;USA_DOMESTIC;SET_RELATIONS_OVERRIDE;VN;-2;Paris Accords - US withdraws, hostility reduces slightly
#-- New Zealand Joins OECD:
1973;22;NZ_DOMESTIC;JOIN_BLOCK;OECD;;New Zealand joins OECD
#-- CARICOM Founded:
1973;27;CARICOM;CREATE_BLOCK;BB,GY,JM,TT;3;CARICOM founded
#-- Bahamas Independence:
1973;28;BS;LEAVE_BLOCK;COMMONWEALTH_COLONIES;;Bahamas independence
#-- Afghani Coup:
1973;29;AF;SET_RELATIONS_OVERRIDE;USSR;2;Daoud coup - Afghanistan Soviet alignment
1973;29;AF;SET_RELATIONS_OVERRIDE;USA_DOMESTIC;-1;Afghanistan drifts from Western alignment
#-- Chile Coup:
1973;37;CL;SET_RELATIONS_OVERRIDE;USA_DOMESTIC;2;Pinochet coup - Chile firmly US-aligned
1973;37;CL;SET_RELATIONS_OVERRIDE;USSR;-2;Chile anti-communist junta vs Soviet bloc
1973;37;CL;SET_RELATIONS_OVERRIDE;CU;-2;Chile breaks with Cuba
#-- Yom Kippur War and related shift:
1973;40;EG;SET_RELATIONS_OVERRIDE;USA_DOMESTIC;-2;Arab oil embargo - Egypt vs US Israel support
1973;40;SA;SET_RELATIONS_OVERRIDE;USA_DOMESTIC;-1;Saudi oil embargo - temporary strain
1973;40;USSR;SET_BLOCK_RELATIONS;IL;-3;Soviet resupply of Arab forces
1973;40;USSR;SET_BLOCK_RELATIONS;EG;3;Soviet military support for Egypt
1973;40;USSR;SET_BLOCK_RELATIONS;SY;3;Soviet military support for Syria
1973;40;ARAB_LEAGUE;SET_BLOCK_RELATIONS;NL;-2;Arab embargo targets Netherlands
1973;40;FR_DOMESTIC;SET_RELATIONS_OVERRIDE;IL;-2;France refuses Israel airlift - pro-Arab stance
1973;40;JO;SET_RELATIONS_OVERRIDE;IL;-2;Jordan partial involvement Yom Kippur War
1973;40;DE;SET_RELATIONS_OVERRIDE;USA_DOMESTIC;1;Germany refuses US use of bases for Israel airlift
1973;40;OECD;SET_BLOCK_RELATIONS;SA;-1;Western anger at Saudi-led oil embargo
1973;40;ARAB_LEAGUE;SET_BLOCK_RELATIONS;USA_DOMESTIC;-2;Arab anger at US Israel support
#-- Post-Yom-Kippur shuttle diplomacy on Egypt's Behalf:
1974;1;EG;SET_RELATIONS_OVERRIDE;USSR;-1;Sadat full pivot - Egypt breaks Soviet alignment
1974;1;EG;SET_RELATIONS_OVERRIDE;USA_DOMESTIC;3;Kissinger shuttle - Egypt-US strategic partnership
#-- Grenada Independence:
1974;6;GD;LEAVE_BLOCK;COMMONWEALTH_COLONIES;;Grenada independence
#-- Carnation Revolution:
1974;17;PT;SET_RELATIONS_OVERRIDE;USA_DOMESTIC;2;Portugal democratises - Western alignment normalised
1974;17;PT;SET_RELATIONS_OVERRIDE;USSR;0;Portugal - brief left influence post-revolution
#-- Caricom Expansion:
1974;27;GD;JOIN_BLOCK;CARICOM;;Grenada joins CARICOM
#-- Cyprus Coup:
1974;29;GR;SET_RELATIONS_OVERRIDE;TR;-3;Cyprus coup - Greece-Turkey armed confrontation
1974;29;CY;SET_RELATIONS_OVERRIDE;GR;-2;Greek-backed coup against Makarios
1974;30;CY;SET_RELATIONS_OVERRIDE;TR;-3;Turkish invasion - Cyprus partition
1974;30;TR;SET_RELATIONS_OVERRIDE;GB_DOMESTIC;-1;UK fails to prevent Turkish invasion - Cyprus anger
1974;30;GR;SET_RELATIONS_OVERRIDE;NATO;0;Greece suspends NATO participation over Cyprus
#-- Ethiophian Revolt:
1974;37;ET;LEAVE_BLOCK;NAM_CORE;;Ethiopia leaves non-aligned core - Marxist revolution
1974;37;ET;SET_RELATIONS_OVERRIDE;USA_DOMESTIC;-2;Ethiopian revolution - anti-American Derg regime
1974;37;ET;SET_RELATIONS_OVERRIDE;USSR;3;Ethiopia-Soviet alignment under Derg
1974;37;ET;SET_RELATIONS_OVERRIDE;CU;3;Cuba sends troops to Ethiopia
#-- Lebanese Civil War:
1975;15;SY;SET_RELATIONS_OVERRIDE;LB;-1;Syria intervenes in Lebanese Civil War
1975;15;LB;SET_RELATIONS_OVERRIDE;USA_DOMESTIC;1;US backs Lebanese government stability
1975;15;FR_DOMESTIC;SET_RELATIONS_OVERRIDE;LB;3;France backs Maronite Christians in Lebanese Civil War
#-- Cambodia:
1975;16;KH;SET_RELATIONS_OVERRIDE;CN;2;Khmer Rouge - Chinese backing for Pol Pot
1975;16;KH;SET_RELATIONS_OVERRIDE;USA_DOMESTIC;-3;Khmer Rouge - anti-American regime
1975;16;KH;SET_RELATIONS_OVERRIDE;VN;-2;Khmer Rouge vs Vietnam - historic hostility
#-- Fall of Saigon, North VN wins:
1975;18;VN;SET_RELATIONS_OVERRIDE;USSR;4;Unified Vietnam - Soviet alignment cemented
1975;18;VN;JOIN_BLOCK;COMECON;;Vietnam joins Soviet economic bloc
#-- Mozambique Gains Independence, Soviet Orbit:
1975;26;MZ;SET_RELATIONS_OVERRIDE;USSR;2;Mozambique FRELIMO - Soviet alignment
1975;26;MZ;SET_RELATIONS_OVERRIDE;ZW;-2;Mozambique vs Rhodesia - liberation war support
1975;26;MZ;SET_RELATIONS_OVERRIDE;ZA;-2;Mozambique vs South Africa - ANC sanctuary
#-- Papua New Guinea Independence:
1975;38;PG;LEAVE_BLOCK;COMMONWEALTH_COLONIES;;Papua New Guinea independence
1975;38;PG;SET_RELATIONS_OVERRIDE;AU_DOMESTIC;3;PNG-Australia close post-independence ties
#-- Angola Independence:
1975;46;AO;SET_RELATIONS_OVERRIDE;PT;0;Angola independence
1975;46;AO;SET_RELATIONS_OVERRIDE;USSR;2;MPLA Soviet alignment - Angola civil war
1975;46;AO;SET_RELATIONS_OVERRIDE;CU;3;Cuban troops support MPLA in Angola
1975;46;AO;SET_RELATIONS_OVERRIDE;USA_DOMESTIC;-2;US backs UNITA vs MPLA
1975;46;AO;SET_RELATIONS_OVERRIDE;ZA;-3;South Africa invades Angola - Operation Savannah
#-- Egypt Exits Soviet Friendship treaty:
1976;1;EG;SET_RELATIONS_OVERRIDE;USSR;-2;Egypt abrogates Soviet friendship treaty
#-- US-Backed Argentina Coup:
1976;13;AR;SET_RELATIONS_OVERRIDE;USA_DOMESTIC;2;Videla junta - US-backed military regime
1976;13;AR;SET_RELATIONS_OVERRIDE;USSR;-2;Argentina anti-communist junta
1976;13;AR;SET_RELATIONS_OVERRIDE;CU;-3;Argentina breaks with Cuba
#-- ZA Civil unrest:
1976;25;ZA;SET_RELATIONS_OVERRIDE;NAM;-3;Soweto - NAM intensifies anti-apartheid stance
1976;25;ZA;SET_RELATIONS_OVERRIDE;GB_DOMESTIC;-3;Soweto - UK public pressure peaks on apartheid
1976;25;ZA;SET_RELATIONS_OVERRIDE;AU_DOMESTIC;-2;Australia intensifies anti-apartheid stance
#-- Seychelles Independence:
1977;26;SC;LEAVE_BLOCK;COMMONWEALTH_COLONIES;;Seychelles independence
#-- Entebbe Raid:
1976;27;IL;SET_RELATIONS_OVERRIDE;UG;-3;Entebbe raid - Israel vs Amin's Uganda
#-- SEATO Dissolved:
1977;26;SEATO;DISSOLVE_BLOCK;;;SEATO dissolved - post-Vietnam irrelevance
#-- Djobouti Independence:
1977;26;DJ;LEAVE_BLOCK;FRENCH_COMMUNITY;;Djibouti independence
1977;26;DJ;LEAVE_BLOCK;FRENCH_EQUATORIAL_AFRICA;;Djibouti leaves FEA
1977;26;DJ;SET_RELATIONS_OVERRIDE;FR_DOMESTIC;3;France retains Djibouti base - close post-independence ties
#-- Ogaden War (Ethiopia-Somalia Proxy):
1977;29;SO;SET_RELATIONS_OVERRIDE;ET;-3;Ogaden War - Somalia invades Ethiopia
1977;29;SO;SET_RELATIONS_OVERRIDE;USSR;-2;USSR abandons Somalia for Ethiopia
1977;29;SO;SET_RELATIONS_OVERRIDE;CU;-2;Cuba switches to Ethiopia side
1977;29;SO;SET_RELATIONS_OVERRIDE;USA_DOMESTIC;2;US fills vacuum - backs Somalia
1977;29;SO;SET_RELATIONS_OVERRIDE;CN;1;China backs Somalia vs Soviet-aligned Ethiopia
1977;29;SO;SET_RELATIONS_OVERRIDE;SA;1;Saudi Arabia backs Somalia
1977;29;SO;SET_RELATIONS_OVERRIDE;EG;1;Egypt backs Somalia post-Sadat flip
1977;29;ET;SET_RELATIONS_OVERRIDE;USSR;3;USSR massively backs Ethiopia in Ogaden
1977;29;ET;SET_RELATIONS_OVERRIDE;CU;3;Cuba deploys troops to Ethiopia
1977;29;ET;SET_RELATIONS_OVERRIDE;USA_DOMESTIC;-2;Ethiopia expels US after Soviet alignment
#-- US-Panama Normalisation:
1977;36;PA;SET_RELATIONS_OVERRIDE;USA_DOMESTIC;2;Panama Canal treaties - US-Panama normalisation
#-- Sadat Visits Jerusalem:
1977;47;EG;SET_RELATIONS_OVERRIDE;IL;-1;Sadat Jerusalem visit - Egypt-Israel dialogue begins
1977;47;ARAB_LEAGUE;SET_BLOCK_RELATIONS;EG;-2;Arab League anger at Sadat Jerusalem visit
#-- Saur Revolution in Afghanistan:
1978;17;AF;SET_RELATIONS_OVERRIDE;USSR;3;Saur Revolution - Afghanistan full Soviet alignment
1978;17;AF;SET_RELATIONS_OVERRIDE;USA_DOMESTIC;-3;Afghanistan communist regime vs US
1978;17;AF;SET_RELATIONS_OVERRIDE;PK;-2;Afghanistan-Pakistan tension over Pashtun and refugees
#-- Solomon Island Independence:
1978;27;SB;LEAVE_BLOCK;COMMONWEALTH_COLONIES;;Solomon Islands independence
#-- CN-JP Peace Treaty:
1978;32;CN;SET_RELATIONS_OVERRIDE;JP;0;China-Japan Peace Treaty - full normalisation
1978;32;USSR;SET_RELATIONS_OVERRIDE;JP;-2;Soviet alarm at China-Japan anti-hegemony clause
#-- Camp David Accords:
1978;37;EG;SET_RELATIONS_OVERRIDE;IL;2;Camp David - Egypt-Israel peace framework
1978;37;EG;SET_RELATIONS_OVERRIDE;USA_DOMESTIC;4;Camp David - Egypt becomes key US ally
1978;37;ARAB_LEAGUE;SET_BLOCK_RELATIONS;EG;-3;Arab League isolates Egypt over Camp David
1978;37;IL;SET_RELATIONS_OVERRIDE;USA_DOMESTIC;4;Camp David cements US-Israel special relationship
#-- Dominica Independence:
1978;44;DM;LEAVE_BLOCK;COMMONWEALTH_COLONIES;;Dominica independence
1978;44;DM;JOIN_BLOCK;CARICOM;;Dominica joins CARICOM
#-- Deng Xiaoping Reforms:
1978;49;CN;SET_RELATIONS_OVERRIDE;USA_DOMESTIC;2;Deng reforms - China opens to Western investment
1978;49;CN;SET_RELATIONS_OVERRIDE;JP;2;Deng reforms - Japan major investment partner
1978;49;CN;SET_RELATIONS_OVERRIDE;EEC;2;Deng reforms - European economic engagement
#-- US-TW Deterioration:
1978;50;USA_DOMESTIC;SET_RELATIONS_OVERRIDE;TW;0;US severs official Taiwan ties for PRC recognition
#-- Beagle Channel Crisis:
1978;50;AR;SET_RELATIONS_OVERRIDE;CL;-2;Beagle Channel - near-war over islands
#-- Vietnamese invasion of Cambodia:
1978;52;VN;SET_RELATIONS_OVERRIDE;KH;-3;Vietnam invades Cambodia - overthrows Khmer Rouge
1978;52;VN;SET_RELATIONS_OVERRIDE;CN;-3;Vietnam-China split - invasion of Chinese client
1978;52;KH;SET_RELATIONS_OVERRIDE;USSR;-3;Khmer Rouge vs Soviet-backed Vietnam
1978;52;USA_DOMESTIC;SET_RELATIONS_OVERRIDE;VN;-2;US backs Khmer Rouge UN seat vs Vietnam
1978;52;GB_DOMESTIC;SET_RELATIONS_OVERRIDE;VN;-2;UK diplomatic support for Khmer Rouge UN seat
1978;52;FR_DOMESTIC;SET_RELATIONS_OVERRIDE;VN;-2;France supports Khmer Rouge UN seat
1978;52;TH;SET_RELATIONS_OVERRIDE;VN;-3;Thailand hosts Khmer Rouge - Vietnamese threat
#-- Iranian Revolution:
1979;3;IR;SET_RELATIONS_OVERRIDE;USA_DOMESTIC;-3;Iranian Revolution - US-Iran total break
1979;3;IR;SET_RELATIONS_OVERRIDE;GB_DOMESTIC;-2;Iran expels British influence
1979;3;IR;SET_RELATIONS_OVERRIDE;USSR;-1;Iran - Soviet Union uneasy neighbours
1979;3;IR;LEAVE_BLOCK;OPEC;;Iran OPEC membership suspended during revolution
1979;5;IR;SET_RELATIONS_OVERRIDE;IL;-3;Islamic Republic - Iran vs Israel total break
1979;5;IR;SET_RELATIONS_OVERRIDE;SA;-2;Iran-Saudi sectarian rivalry begins
1979;5;IR;SET_RELATIONS_OVERRIDE;IQ;-2;Iran-Iraq sectarian tension under Khomeini
1979;5;ARAB_LEAGUE;SET_BLOCK_RELATIONS;IR;-1;Arab League unease at Iranian Islamic Revolution
1979;5;IR;JOIN_BLOCK;OPEC;;Iran rejoins OPEC under Islamic Republic
#-- Egypt-Israel Peace Treaty, Kicked out from Arab League:
1979;13;EG;SET_RELATIONS_OVERRIDE;IL;3;Egypt-Israel Peace Treaty - full normalisation
1979;15;EG;LEAVE_BLOCK;ARAB_LEAGUE;;Egypt suspended from Arab League
#-- SALT 2 Deal Fails:
1979;25;USA_DOMESTIC;SET_RELATIONS_OVERRIDE;USSR;-1;SALT II signed - last détente gesture
#-- Sadam comes to Power in IQ:
1979;29;IQ;SET_RELATIONS_OVERRIDE;IR;-3;Saddam vs Khomeini - Iraq-Iran total hostility
1979;29;IQ;SET_RELATIONS_OVERRIDE;USA_DOMESTIC;2;Saddam - US tacit support vs Iran
1979;29;IQ;SET_RELATIONS_OVERRIDE;USSR;1;Iraq-Soviet arms relationship continues
#-- Sandinista Victory in Nicaragua:
1979;29;NI;SET_RELATIONS_OVERRIDE;USA_DOMESTIC;-2;Sandinista revolution - anti-American alignment
1979;29;NI;SET_RELATIONS_OVERRIDE;USSR;2;Nicaragua-Soviet alignment
1979;29;NI;SET_RELATIONS_OVERRIDE;CU;3;Nicaragua-Cuba revolutionary solidarity
#-- Operation Baraccuda:
1979;45;CF;SET_RELATIONS_OVERRIDE;FR_DOMESTIC;3;France reinstalls Dacko - CAR firmly in French orbit
#-- Lancaster House Agreement. End of Rhodesia:
1979;50;ZW;SET_RELATIONS_OVERRIDE;GB_DOMESTIC;0;Lancaster House - Rhodesia sanctions lifted
#-- Soviet Invasion of Afghanistan:
1979;52;USSR;SET_BLOCK_RELATIONS;AF;3;Soviet invasion - Afghanistan becomes Soviet client
1979;52;USA_DOMESTIC;SET_RELATIONS_OVERRIDE;USSR;-3;Soviet Afghanistan invasion - détente ends
1979;52;PK;SET_RELATIONS_OVERRIDE;USA_DOMESTIC;1;Pakistan hosts mujahideen - key US partner
1979;52;CN;SET_RELATIONS_OVERRIDE;USSR;-3;China condemns Soviet Afghanistan invasion
1979;52;SA;SET_RELATIONS_OVERRIDE;USA_DOMESTIC;3;Saudi Arabia funds mujahideen with US
#-- UK-Zimbabwe rapprochement:
1980;16;ZW;SET_RELATIONS_OVERRIDE;GB_DOMESTIC;2;Zimbabwe independence - Commonwealth re-engagement
1980;16;ZW;SET_RELATIONS_OVERRIDE;ZA;-2;Mugabe vs apartheid South Africa
1980;16;ZW;SET_RELATIONS_OVERRIDE;MZ;3;Zimbabwe-Mozambique liberation war solidarity
#-- 
